COUNTRY,QTA_EVASA_TOTALE,DESCRIZIONE1
JAPAN,30.0,SISTEMA IDRAULICO FORNO Q.I.
Canary Islands,16.0,SISTEMA IDRAULICO FORNO Q.I.
Iraq,5.0,SISTEMA IDRAULICO FORNO Q.I.
Cape Verde,2.0,SISTEMA IDRAULICO FORNO Q.I.
Sudan,1.0,SISTEMA IDRAULICO FORNO Q.I.
Cape Verde,72.0,TESTA
POLAND,20.0,TESTA
PHILIPPINES,5.0,TESTA
MEXICO,2.0,TESTA
Qatar,2.0,TESTA
ALGERIA,10.0,DISTRIBUZIONE ARIA
EL SALVADOR,4.0,DISTRIBUZIONE ARIA
Czech Republic,2.0,DISTRIBUZIONE ARIA
AFGHANISTAN,0.0,DISTRIBUZIONE ARIA
ALBANIA,0.0,DISTRIBUZIONE ARIA
GUATEMALA,18.0,GRUPPO SENSORE
Kuwait,12.0,GRUPPO SENSORE
USA,6.0,GRUPPO SENSORE
TUNISIA,5.0,GRUPPO SENSORE
Czech Republic,4.0,GRUPPO SENSORE
Germany,8.0,GRAFFETTA
Dominican Republic,1.0,GRAFFETTA
MOROCCO,1.0,GRAFFETTA
Saudi Arabia,1.0,GRAFFETTA
AFGHANISTAN,0.0,GRAFFETTA
Serbia,6.0,GRUPPO TAPPETO ING.AVVOLGITORE
MEXICO,4.0,GRUPPO TAPPETO ING.AVVOLGITORE
ROMANIA,2.0,GRUPPO TAPPETO ING.AVVOLGITORE
Germany,1.0,GRUPPO TAPPETO ING.AVVOLGITORE
AFGHANISTAN,0.0,GRUPPO TAPPETO ING.AVVOLGITORE
Spain,36.0,LAMA DX
ITALY,25.0,LAMA DX
CROATIA,18.0,LAMA DX
Slovenia,14.0,LAMA DX
Greece,10.0,LAMA DX
ALGERIA,20.0,VITE CAMLOC
Germany,20.0,VITE CAMLOC
ITALY,5.0,VITE CAMLOC
AFGHANISTAN,0.0,VITE CAMLOC
ALBANIA,0.0,VITE CAMLOC
FRANCE,44.0,MANICOTTO
ITALY,4.0,MANICOTTO
TURKEY,3.0,MANICOTTO
DENMARK,2.0,MANICOTTO
Portugal,2.0,MANICOTTO
SAINT LUCIA,4.0,CAVALLOTTO
TUNISIA,4.0,CAVALLOTTO
UGANDA,3.0,CAVALLOTTO
Indonesia,2.0,CAVALLOTTO
Islamic Republic of Iran,2.0,CAVALLOTTO
USA,18.0,GRUPPO SMISTATORE
Spain,6.0,GRUPPO SMISTATORE
Dominican Republic,4.0,GRUPPO SMISTATORE
HONDURAS,4.0,GRUPPO SMISTATORE
ITALY,4.0,GRUPPO SMISTATORE
YEMEN,110.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
Syria,50.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
MOROCCO,20.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
Canary Islands,10.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
Greece,8.0,CAPPUCCIO SGANCIO PREF. 30/25 Tall
ALGERIA,20.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
ALBANIA,0.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
ANDORRA,0.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
ANTIGUA AND BARBUDA,0.0,CAPPUCCIO SGANCIO PREF. 36 Snap-on
Kuwait,74.0,CAPPUCCIO SGANCIO PREF. PCO Standard
JAPAN,50.0,CAPPUCCIO SGANCIO PREF. PCO Standard
ALGERIA,40.0,CAPPUCCIO SGANCIO PREF. PCO Standard
Canary Islands,20.0,CAPPUCCIO SGANCIO PREF. PCO Standard
Jordan,5.0,CAPPUCCIO SGANCIO PREF. PCO Standard
Iraq,3.0,DOSATORE
Spain,2.0,DOSATORE
ALGERIA,1.0,DOSATORE
EGYPT,1.0,DOSATORE
South Korea,1.0,DOSATORE
ALGERIA,4.0,GRUPPO BARRI DIVISORIE
AFGHANISTAN,0.0,GRUPPO BARRI DIVISORIE
ALBANIA,0.0,GRUPPO BARRI DIVISORIE
ANDORRA,0.0,GRUPPO BARRI DIVISORIE
ANTIGUA AND BARBUDA,0.0,GRUPPO BARRI DIVISORIE
Norway,38.0,GRUPPO MOVIMENTAZIONE MANDRINO
TURKEY,18.0,GRUPPO MOVIMENTAZIONE MANDRINO
ALGERIA,8.0,GRUPPO MOVIMENTAZIONE MANDRINO
USA,4.0,GRUPPO MOVIMENTAZIONE MANDRINO
EGYPT,2.0,GRUPPO MOVIMENTAZIONE MANDRINO
Spain,18.0,GRUPPO RINVIO ANGOLARE
ALGERIA,2.0,GRUPPO RINVIO ANGOLARE
ITALY,2.0,GRUPPO RINVIO ANGOLARE
AFGHANISTAN,0.0,GRUPPO RINVIO ANGOLARE
ALBANIA,0.0,GRUPPO RINVIO ANGOLARE
ALGERIA,8.0,GRUPPO TENDITORE BARRE
AFGHANISTAN,0.0,GRUPPO TENDITORE BARRE
ALBANIA,0.0,GRUPPO TENDITORE BARRE
ANDORRA,0.0,GRUPPO TENDITORE BARRE
ANTIGUA AND BARBUDA,0.0,GRUPPO TENDITORE BARRE
ROMANIA,80.0,GRUPPO USCITA PALLETTIZZATORE
PHILIPPINES,39.0,GRUPPO USCITA PALLETTIZZATORE
UNITED KINGDOM,32.0,GRUPPO USCITA PALLETTIZZATORE
MALDIVES,23.0,GRUPPO USCITA PALLETTIZZATORE
THAILAND,13.0,GRUPPO USCITA PALLETTIZZATORE
Spain,8.0,ISOLA ANALOGICA 16 INGRESSI
ALGERIA,2.0,ISOLA ANALOGICA 16 INGRESSI
Macedonia,2.0,ISOLA ANALOGICA 16 INGRESSI
TURKEY,2.0,ISOLA ANALOGICA 16 INGRESSI
Canary Islands,1.0,ISOLA ANALOGICA 16 INGRESSI
Iraq,10.0,MANDRINO DOPPIO PASSO 40
ALGERIA,1.0,MANDRINO DOPPIO PASSO 40
AFGHANISTAN,0.0,MANDRINO DOPPIO PASSO 40
ALBANIA,0.0,MANDRINO DOPPIO PASSO 40
ANDORRA,0.0,MANDRINO DOPPIO PASSO 40
ALGERIA,291.0,PRESA PREFORME 29/25 30/25
Saudi Arabia,35.0,PRESA PREFORME 29/25 30/25
Oman,30.0,PRESA PREFORME 29/25 30/25
UGANDA,9.0,PRESA PREFORME 29/25 30/25
Iraq,5.0,PRESA PREFORME 29/25 30/25
ALGERIA,280.0,PRESA PREFORME 38mm HF
AFGHANISTAN,0.0,PRESA PREFORME 38mm HF
ALBANIA,0.0,PRESA PREFORME 38mm HF
ANDORRA,0.0,PRESA PREFORME 38mm HF
ANTIGUA AND BARBUDA,0.0,PRESA PREFORME 38mm HF
ALGERIA,4.0,RISCALDATORE
MALAYSIA,4.0,RISCALDATORE
HONDURAS,2.0,RISCALDATORE
ETHIOPIA,1.0,RISCALDATORE
India,1.0,RISCALDATORE
ALGERIA,2.0,SALI
AFGHANISTAN,0.0,SALI
ALBANIA,0.0,SALI
ANDORRA,0.0,SALI
ANTIGUA AND BARBUDA,0.0,SALI
PHILIPPINES,3.0,SISTEMA DI CONTROLLO
ALGERIA,2.0,SISTEMA DI CONTROLLO
MOROCCO,2.0,SISTEMA DI CONTROLLO
TURKEY,2.0,SISTEMA DI CONTROLLO
AFGHANISTAN,0.0,SISTEMA DI CONTROLLO
THAILAND,10.0,TUBO GOMMATO
ALGERIA,4.0,TUBO GOMMATO
ITALY,4.0,TUBO GOMMATO
MALAYSIA,4.0,TUBO GOMMATO
AFGHANISTAN,0.0,TUBO GOMMATO
Portugal,28.0,CATENA CERNIERA
Spain,27.2,CATENA CERNIERA
ECUADOR,6.0,CATENA CERNIERA
AFGHANISTAN,0.0,CATENA CERNIERA
ALBANIA,0.0,CATENA CERNIERA
ECUADOR,2.0,MEMORIA
ITALY,2.0,MEMORIA
GUATEMALA,1.0,MEMORIA
Greece,1.0,MEMORIA
AFGHANISTAN,0.0,MEMORIA
ECUADOR,2.0,MEMORIA - TH
Greece,1.0,MEMORIA - TH
ITALY,1.0,MEMORIA - TH
AFGHANISTAN,0.0,MEMORIA - TH
ALBANIA,0.0,MEMORIA - TH
MEXICO,14.0,MODULO DI RAFFREDDAMENTO
ECUADOR,8.0,MODULO DI RAFFREDDAMENTO
USA,6.0,MODULO DI RAFFREDDAMENTO
TUNISIA,4.0,MODULO DI RAFFREDDAMENTO
FRANCE,3.0,MODULO DI RAFFREDDAMENTO
EGYPT,6.0,BARRA AVVOLGITRICE
India,2.0,BARRA AVVOLGITRICE
AFGHANISTAN,0.0,BARRA AVVOLGITRICE
ALBANIA,0.0,BARRA AVVOLGITRICE
ALGERIA,0.0,BARRA AVVOLGITRICE
GEORGIA,20.0,CANALINA
HUNGARY,4.0,CANALINA
Saudi Arabia,4.0,CANALINA
EGYPT,1.0,CANALINA
Norway,1.0,CANALINA
TURKMENISTAN,106.0,CAPPUCCIO SGANCIO PREF. 29/25
EGYPT,20.0,CAPPUCCIO SGANCIO PREF. 29/25
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. 29/25
ALBANIA,0.0,CAPPUCCIO SGANCIO PREF. 29/25
ALGERIA,0.0,CAPPUCCIO SGANCIO PREF. 29/25
EGYPT,59.0,CAVALLOTTO MORSETTO
PAKISTAN,23.0,CAVALLOTTO MORSETTO
South Africa,15.0,CAVALLOTTO MORSETTO
Islamic Republic of Iran,6.0,CAVALLOTTO MORSETTO
AFGHANISTAN,0.0,CAVALLOTTO MORSETTO
MALAYSIA,2.0,GRUPPO STRUTTURA MACCHINA
Portugal,2.0,GRUPPO STRUTTURA MACCHINA
Sudan,2.0,GRUPPO STRUTTURA MACCHINA
EGYPT,1.0,GRUPPO STRUTTURA MACCHINA
Oman,1.0,GRUPPO STRUTTURA MACCHINA
EGYPT,1.0,IMPIANTO OLEODINAMICO
Lebanon,1.0,IMPIANTO OLEODINAMICO
MOROCCO,1.0,IMPIANTO OLEODINAMICO
PAKISTAN,1.0,IMPIANTO OLEODINAMICO
POLAND,1.0,IMPIANTO OLEODINAMICO
TUNISIA,14.0,CONDENSATORE TH ROHS
MOROCCO,6.0,CONDENSATORE TH ROHS
Spain,4.0,CONDENSATORE TH ROHS
Islamic Republic of Iran,3.0,CONDENSATORE TH ROHS
PAKISTAN,3.0,CONDENSATORE TH ROHS
Spain,8.0,CORONA
FRANCE,4.0,CORONA
YEMEN,2.0,CORONA
AFGHANISTAN,0.0,CORONA
ALBANIA,0.0,CORONA
Serbia,2.0,GRUPPO ATTREZZATURA PER MACCHINA
Spain,2.0,GRUPPO ATTREZZATURA PER MACCHINA
AFGHANISTAN,0.0,GRUPPO ATTREZZATURA PER MACCHINA
ALBANIA,0.0,GRUPPO ATTREZZATURA PER MACCHINA
ALGERIA,0.0,GRUPPO ATTREZZATURA PER MACCHINA
MEXICO,2.0,GRUPPO CAMME
Spain,2.0,GRUPPO CAMME
Iraq,1.0,GRUPPO CAMME
Israel,1.0,GRUPPO CAMME
MOROCCO,1.0,GRUPPO CAMME
MEXICO,2.0,GRUPPO COLLETTORE
Qatar,2.0,GRUPPO COLLETTORE
ROMANIA,2.0,GRUPPO COLLETTORE
Spain,2.0,GRUPPO COLLETTORE
Libya,1.0,GRUPPO COLLETTORE
ITALY,3.0,GRUPPO INGRESSO CARTONI
Portugal,2.0,GRUPPO INGRESSO CARTONI
Spain,2.0,GRUPPO INGRESSO CARTONI
MOROCCO,1.0,GRUPPO INGRESSO CARTONI
AFGHANISTAN,0.0,GRUPPO INGRESSO CARTONI
Spain,4.0,GRUPPO MAGAZZINO POZZO
FRANCE,1.0,GRUPPO MAGAZZINO POZZO
AFGHANISTAN,0.0,GRUPPO MAGAZZINO POZZO
ALBANIA,0.0,GRUPPO MAGAZZINO POZZO
ALGERIA,0.0,GRUPPO MAGAZZINO POZZO
Spain,2.0,GRUPPO STIRAGGIO PREFORMA
TURKEY,2.0,GRUPPO STIRAGGIO PREFORMA
MOROCCO,1.0,GRUPPO STIRAGGIO PREFORMA
AFGHANISTAN,0.0,GRUPPO STIRAGGIO PREFORMA
ALBANIA,0.0,GRUPPO STIRAGGIO PREFORMA
TUNISIA,14.0,RESISTORE TH ROHS
ETHIOPIA,10.0,RESISTORE TH ROHS
MOROCCO,4.0,RESISTORE TH ROHS
Spain,4.0,RESISTORE TH ROHS
Islamic Republic of Iran,3.0,RESISTORE TH ROHS
ROMANIA,2.0,SCHEDA MPB-200
Spain,2.0,SCHEDA MPB-200
AFGHANISTAN,0.0,SCHEDA MPB-200
ALBANIA,0.0,SCHEDA MPB-200
ALGERIA,0.0,SCHEDA MPB-200
Spain,36.0,SERRATURA
Portugal,20.0,SERRATURA
Greece,10.0,SERRATURA
ROMANIA,8.0,SERRATURA
ZIMBABWE,6.0,SERRATURA
TUNISIA,14.0,VARISTORE TH
MOROCCO,4.0,VARISTORE TH
Spain,4.0,VARISTORE TH
Islamic Republic of Iran,3.0,VARISTORE TH
VIETNAM,3.0,VARISTORE TH
FRANCE,10.0,CAPPUCCIO SGANCIO PREF. DIN 28/410 notch
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. DIN 28/410 notch
ALBANIA,0.0,CAPPUCCIO SGANCIO PREF. DIN 28/410 notch
ALGERIA,0.0,CAPPUCCIO SGANCIO PREF. DIN 28/410 notch
ANDORRA,0.0,CAPPUCCIO SGANCIO PREF. DIN 28/410 notch
USA,16.0,ESAGONO
Canary Islands,1.0,ESAGONO
FRANCE,1.0,ESAGONO
AFGHANISTAN,0.0,ESAGONO
ALBANIA,0.0,ESAGONO
FRANCE,5.0,GRUPPO GUIDA BOTTIGLIA
MOROCCO,2.0,GRUPPO GUIDA BOTTIGLIA
AFGHANISTAN,0.0,GRUPPO GUIDA BOTTIGLIA
ALBANIA,0.0,GRUPPO GUIDA BOTTIGLIA
ALGERIA,0.0,GRUPPO GUIDA BOTTIGLIA
FRANCE,4.0,GRUPPO TENDITORI TAPPETI
POLAND,4.0,GRUPPO TENDITORI TAPPETI
Saudi Arabia,4.0,GRUPPO TENDITORI TAPPETI
VIETNAM,4.0,GRUPPO TENDITORI TAPPETI
AFGHANISTAN,0.0,GRUPPO TENDITORI TAPPETI
FRANCE,3.0,GRUPPO TRASPORTO TAPPI
Qatar,2.0,GRUPPO TRASPORTO TAPPI
AFGHANISTAN,0.0,GRUPPO TRASPORTO TAPPI
ALBANIA,0.0,GRUPPO TRASPORTO TAPPI
ALGERIA,0.0,GRUPPO TRASPORTO TAPPI
FRANCE,2.0,PIATTO CALANDRATO
AFGHANISTAN,0.0,PIATTO CALANDRATO
ALBANIA,0.0,PIATTO CALANDRATO
ALGERIA,0.0,PIATTO CALANDRATO
ANDORRA,0.0,PIATTO CALANDRATO
FRANCE,8.0,"PINZA DX (29Snap-on Ř25 H4,6)"
AFGHANISTAN,0.0,"PINZA DX (29Snap-on Ř25 H4,6)"
ALBANIA,0.0,"PINZA DX (29Snap-on Ř25 H4,6)"
ALGERIA,0.0,"PINZA DX (29Snap-on Ř25 H4,6)"
ANDORRA,0.0,"PINZA DX (29Snap-on Ř25 H4,6)"
FRANCE,8.0,"PINZA SX (29Snap-on Ř25 H4,6)"
AFGHANISTAN,0.0,"PINZA SX (29Snap-on Ř25 H4,6)"
ALBANIA,0.0,"PINZA SX (29Snap-on Ř25 H4,6)"
ALGERIA,0.0,"PINZA SX (29Snap-on Ř25 H4,6)"
ANDORRA,0.0,"PINZA SX (29Snap-on Ř25 H4,6)"
FRANCE,20.0,PRESA PREFORME DIN 28/410 notch
AFGHANISTAN,0.0,PRESA PREFORME DIN 28/410 notch
ALBANIA,0.0,PRESA PREFORME DIN 28/410 notch
ALGERIA,0.0,PRESA PREFORME DIN 28/410 notch
ANDORRA,0.0,PRESA PREFORME DIN 28/410 notch
ITALY,8.0,PUNZONE
FRANCE,2.0,PUNZONE
AFGHANISTAN,0.0,PUNZONE
ALBANIA,0.0,PUNZONE
ALGERIA,0.0,PUNZONE
UNITED KINGDOM,4.0,GRUPPO ACCESSORI
AFGHANISTAN,0.0,GRUPPO ACCESSORI
ALBANIA,0.0,GRUPPO ACCESSORI
ALGERIA,0.0,GRUPPO ACCESSORI
ANDORRA,0.0,GRUPPO ACCESSORI
UNITED KINGDOM,16.0,GRUPPO FORMATRICE INFERIORE
ITALY,13.0,GRUPPO FORMATRICE INFERIORE
TUNISIA,3.0,GRUPPO FORMATRICE INFERIORE
AFGHANISTAN,0.0,GRUPPO FORMATRICE INFERIORE
ALBANIA,0.0,GRUPPO FORMATRICE INFERIORE
ROMANIA,8.0,GRUPPO NASTRO USCITA
Israel,3.0,GRUPPO NASTRO USCITA
Mozambique,3.0,GRUPPO NASTRO USCITA
MALAYSIA,2.0,GRUPPO NASTRO USCITA
UNITED KINGDOM,2.0,GRUPPO NASTRO USCITA
UNITED KINGDOM,12.0,GRUPPO PREMIPACCO
AFGHANISTAN,0.0,GRUPPO PREMIPACCO
ALBANIA,0.0,GRUPPO PREMIPACCO
ALGERIA,0.0,GRUPPO PREMIPACCO
ANDORRA,0.0,GRUPPO PREMIPACCO
South Africa,2.0,GRUPPO RICAMBIO
UNITED KINGDOM,2.0,GRUPPO RICAMBIO
Sweden,1.0,GRUPPO RICAMBIO
VIETNAM,1.0,GRUPPO RICAMBIO
AFGHANISTAN,0.0,GRUPPO RICAMBIO
UNITED KINGDOM,12.0,GRUPPO STELLE
Israel,2.0,GRUPPO STELLE
AFGHANISTAN,0.0,GRUPPO STELLE
ALBANIA,0.0,GRUPPO STELLE
ALGERIA,0.0,GRUPPO STELLE
UNITED KINGDOM,4.0,UNITA' NASTRANTE
AFGHANISTAN,0.0,UNITA' NASTRANTE
ALBANIA,0.0,UNITA' NASTRANTE
ALGERIA,0.0,UNITA' NASTRANTE
ANDORRA,0.0,UNITA' NASTRANTE
Lithuania,50.0,VITE TE AUTOFORMANTE
NICARAGUA,48.0,VITE TE AUTOFORMANTE
Indonesia,32.0,VITE TE AUTOFORMANTE
MEXICO,24.0,VITE TE AUTOFORMANTE
ITALY,20.0,VITE TE AUTOFORMANTE
THAILAND,2.0,VOLANTINO
UNITED KINGDOM,2.0,VOLANTINO
AFGHANISTAN,0.0,VOLANTINO
ALBANIA,0.0,VOLANTINO
ALGERIA,0.0,VOLANTINO
PAKISTAN,2.0,CENTRALINA COLLA
GEORGIA,1.0,CENTRALINA COLLA
MOROCCO,1.0,CENTRALINA COLLA
AFGHANISTAN,0.0,CENTRALINA COLLA
ALBANIA,0.0,CENTRALINA COLLA
GEORGIA,1.0,GRUPPO CENTRALINA COLLA
MOROCCO,1.0,GRUPPO CENTRALINA COLLA
AFGHANISTAN,0.0,GRUPPO CENTRALINA COLLA
ALBANIA,0.0,GRUPPO CENTRALINA COLLA
ALGERIA,0.0,GRUPPO CENTRALINA COLLA
GEORGIA,1.0,GRUPPO SCIACQUATURA
AFGHANISTAN,0.0,GRUPPO SCIACQUATURA
ALBANIA,0.0,GRUPPO SCIACQUATURA
ALGERIA,0.0,GRUPPO SCIACQUATURA
ANDORRA,0.0,GRUPPO SCIACQUATURA
GEORGIA,2.0,MARTINETTO
AFGHANISTAN,0.0,MARTINETTO
ALBANIA,0.0,MARTINETTO
ALGERIA,0.0,MARTINETTO
ANDORRA,0.0,MARTINETTO
Oman,50.0,PRESA PREFORME (30/25)
Saudi Arabia,20.0,PRESA PREFORME (30/25)
Syria,10.0,PRESA PREFORME (30/25)
Greece,5.0,PRESA PREFORME (30/25)
AFGHANISTAN,0.0,PRESA PREFORME (30/25)
SAINT LUCIA,8.0,SISTEMA DI GIUNZIONE
TRINIDAD AND TOBAGO,8.0,SISTEMA DI GIUNZIONE
"Lao, People's Dem. Rep.",6.0,SISTEMA DI GIUNZIONE
USA,5.0,SISTEMA DI GIUNZIONE
UGANDA,4.0,SISTEMA DI GIUNZIONE
Canary Islands,2.0,ATTUATORE
YEMEN,1.0,ATTUATORE
AFGHANISTAN,0.0,ATTUATORE
ALBANIA,0.0,ATTUATORE
ALGERIA,0.0,ATTUATORE
Canary Islands,20.0,CAPPUCCIO SGANCIO PREF. BPF/PCOHight
AFGHANISTAN,0.0,CAPPUCCIO SGANCIO PREF. BPF/PCOHight
ALBANIA,0.0,CAPPUCCIO SGANCIO PREF. BPF/PCOHight
ALGERIA,0.0,CAPPUCCIO SGANCIO PREF. BPF/PCOHight
ANDORRA,0.0,CAPPUCCIO SGANCIO PREF. BPF/PCOHight
Canary Islands,1.0,GRUPPO STELLE INGRESSO PASSO 60
AFGHANISTAN,0.0,GRUPPO STELLE INGRESSO PASSO 60
ALBANIA,0.0,GRUPPO STELLE INGRESSO PASSO 60
ALGERIA,0.0,GRUPPO STELLE INGRESSO PASSO 60
ANDORRA,0.0,GRUPPO STELLE INGRESSO PASSO 60
Oman,1.0,ISOLANTE LANA DI ROCCIA DENS. 60 kg/m3
Canary Islands,0.4,ISOLANTE LANA DI ROCCIA DENS. 60 kg/m3
AFGHANISTAN,0.0,ISOLANTE LANA DI ROCCIA DENS. 60 kg/m3
ALBANIA,0.0,ISOLANTE LANA DI ROCCIA DENS. 60 kg/m3
ALGERIA,0.0,ISOLANTE LANA DI ROCCIA DENS. 60 kg/m3
Canary Islands,7.0,RUOTA X NASTRO
AFGHANISTAN,0.0,RUOTA X NASTRO
ALBANIA,0.0,RUOTA X NASTRO
ALGERIA,0.0,RUOTA X NASTRO
ANDORRA,0.0,RUOTA X NASTRO
Indonesia,58.0,GRUPPO SOVRAPPOSITORE
ITALY,3.0,GRUPPO SOVRAPPOSITORE
AFGHANISTAN,0.0,GRUPPO SOVRAPPOSITORE
ALBANIA,0.0,GRUPPO SOVRAPPOSITORE
ALGERIA,0.0,GRUPPO SOVRAPPOSITORE
Norway,20.0,COMPENSATORE DI LIVELLO
Ireland,8.0,COMPENSATORE DI LIVELLO
Iraq,6.0,COMPENSATORE DI LIVELLO
POLAND,4.0,COMPENSATORE DI LIVELLO
ITALY,2.0,COMPENSATORE DI LIVELLO
ROMANIA,32.0,GRUPPO NASTRO ENTRATA
Israel,9.0,GRUPPO NASTRO ENTRATA
Mozambique,4.0,GRUPPO NASTRO ENTRATA
MOROCCO,2.0,GRUPPO NASTRO ENTRATA
USA,2.0,GRUPPO NASTRO ENTRATA
Israel,30.0,INSERTO FILETTATO
MEXICO,18.0,INSERTO FILETTATO
USA,6.0,INSERTO FILETTATO
AFGHANISTAN,0.0,INSERTO FILETTATO
ALBANIA,0.0,INSERTO FILETTATO
Israel,2.0,TERMOREGOLATORE
India,1.0,TERMOREGOLATORE
PHILIPPINES,1.0,TERMOREGOLATORE
AFGHANISTAN,0.0,TERMOREGOLATORE
ALBANIA,0.0,TERMOREGOLATORE
Israel,6.0,VITE PRIGIONIERA
ITALY,2.0,VITE PRIGIONIERA
Portugal,2.0,VITE PRIGIONIERA
AFGHANISTAN,0.0,VITE PRIGIONIERA
ALBANIA,0.0,VITE PRIGIONIERA
MEXICO,2.0,DISCO FRENO
THAILAND,2.0,DISCO FRENO
India,1.0,DISCO FRENO
AFGHANISTAN,0.0,DISCO FRENO
ALBANIA,0.0,DISCO FRENO
Iraq,2.0,GRUPPO ALIMENTAZIONE PREFORME
Libya,1.0,GRUPPO ALIMENTAZIONE PREFORME
PHILIPPINES,1.0,GRUPPO ALIMENTAZIONE PREFORME
AFGHANISTAN,0.0,GRUPPO ALIMENTAZIONE PREFORME
ALBANIA,0.0,GRUPPO ALIMENTAZIONE PREFORME
Iraq,1.0,GRUPPO CATENA FORNO P.40
AFGHANISTAN,0.0,GRUPPO CATENA FORNO P.40
ALBANIA,0.0,GRUPPO CATENA FORNO P.40
ALGERIA,0.0,GRUPPO CATENA FORNO P.40
ANDORRA,0.0,GRUPPO CATENA FORNO P.40
Iraq,1.0,GRUPPO DISCESA
AFGHANISTAN,0.0,GRUPPO DISCESA
ALBANIA,0.0,GRUPPO DISCESA
ALGERIA,0.0,GRUPPO DISCESA
ANDORRA,0.0,GRUPPO DISCESA
Iraq,2.0,GRUPPO FINE CORSA
POLAND,2.0,GRUPPO FINE CORSA
AFGHANISTAN,0.0,GRUPPO FINE CORSA
ALBANIA,0.0,GRUPPO FINE CORSA
ALGERIA,0.0,GRUPPO FINE CORSA
Iraq,1.0,GRUPPO LAMPADE INFRAROSSO
AFGHANISTAN,0.0,GRUPPO LAMPADE INFRAROSSO
ALBANIA,0.0,GRUPPO LAMPADE INFRAROSSO
ALGERIA,0.0,GRUPPO LAMPADE INFRAROSSO
ANDORRA,0.0,GRUPPO LAMPADE INFRAROSSO
Iraq,1.0,GRUPPO MODULO DI RISCALDAMENTO
AFGHANISTAN,0.0,GRUPPO MODULO DI RISCALDAMENTO
ALBANIA,0.0,GRUPPO MODULO DI RISCALDAMENTO
ALGERIA,0.0,GRUPPO MODULO DI RISCALDAMENTO
ANDORRA,0.0,GRUPPO MODULO DI RISCALDAMENTO
Iraq,2.0,"GRUPPO STELLE INGRESSO PASSO 36,5"
AFGHANISTAN,0.0,"GRUPPO STELLE INGRESSO PASSO 36,5"
ALBANIA,0.0,"GRUPPO STELLE INGRESSO PASSO 36,5"
ALGERIA,0.0,"GRUPPO STELLE INGRESSO PASSO 36,5"
ANDORRA,0.0,"GRUPPO STELLE INGRESSO PASSO 36,5"
MOROCCO,2.0,GRUPPO TRAINO
Iraq,1.0,GRUPPO TRAINO
AFGHANISTAN,0.0,GRUPPO TRAINO
ALBANIA,0.0,GRUPPO TRAINO
ALGERIA,0.0,GRUPPO TRAINO
Iraq,5.0,"PINZA DX (PCO Standard Ř25,8 H5)"
AFGHANISTAN,0.0,"PINZA DX (PCO Standard Ř25,8 H5)"
ALBANIA,0.0,"PINZA DX (PCO Standard Ř25,8 H5)"
ALGERIA,0.0,"PINZA DX (PCO Standard Ř25,8 H5)"
ANDORRA,0.0,"PINZA DX (PCO Standard Ř25,8 H5)"
Iraq,5.0,"PINZA SX (PCO Standard Ř25,8 H5)"
AFGHANISTAN,0.0,"PINZA SX (PCO Standard Ř25,8 H5)"
ALBANIA,0.0,"PINZA SX (PCO Standard Ř25,8 H5)"
ALGERIA,0.0,"PINZA SX (PCO Standard Ř25,8 H5)"
ANDORRA,0.0,"PINZA SX (PCO Standard Ř25,8 H5)"
Iraq,4.0,SPIRALE
AFGHANISTAN,0.0,SPIRALE
ALBANIA,0.0,SPIRALE
ALGERIA,0.0,SPIRALE
ANDORRA,0.0,SPIRALE
Islamic Republic of Iran,1.0,GRUPPO ELETTROVALVOLE
MOROCCO,1.0,GRUPPO ELETTROVALVOLE
Saudi Arabia,1.0,GRUPPO ELETTROVALVOLE
AFGHANISTAN,0.0,GRUPPO ELETTROVALVOLE
ALBANIA,0.0,GRUPPO ELETTROVALVOLE
Islamic Republic of Iran,1.0,MODULO ANTIDISTURBO
AFGHANISTAN,0.0,MODULO ANTIDISTURBO
ALBANIA,0.0,MODULO ANTIDISTURBO
ALGERIA,0.0,MODULO ANTIDISTURBO
ANDORRA,0.0,MODULO ANTIDISTURBO
ITALY,2.0,CONNETTORE A SALDARE ROHS
AFGHANISTAN,0.0,CONNETTORE A SALDARE ROHS
ALBANIA,0.0,CONNETTORE A SALDARE ROHS
ALGERIA,0.0,CONNETTORE A SALDARE ROHS
ANDORRA,0.0,CONNETTORE A SALDARE ROHS
ROMANIA,12.0,GRUPPO PREMI BOTTIGLIA
Mozambique,7.0,GRUPPO PREMI BOTTIGLIA
TUNISIA,4.0,GRUPPO PREMI BOTTIGLIA
ITALY,2.0,GRUPPO PREMI BOTTIGLIA
AFGHANISTAN,0.0,GRUPPO PREMI BOTTIGLIA
ITALY,2.0,MEMORIA TH
South Africa,1.0,MEMORIA TH
AFGHANISTAN,0.0,MEMORIA TH
ALBANIA,0.0,MEMORIA TH
ALGERIA,0.0,MEMORIA TH
