index,PERIODO,COUNTRY,UNITA_MISURA,QTA_ORDINATA,QTA_EVASA,MAX_ORDER_MONTH,DELTA
64961,2023-10,Iraq,N,8314.0,4860.0,10,3454.0
26588,2020-05,Ireland,LT,10.0,10.0,5,0.0
4126,2018-05,Ireland,MT,9146.0,9146.0,5,0.0
15359,2019-05,Ireland,N,560.0,560.0,5,0.0
29400,2020-08,Islamic Republic of Iran,CF,1.0,0.0,8,1.0
56546,2023-01,Islamic Republic of Iran,LT,10.0,0.0,1,10.0
23788,2020-02,Islamic Republic of Iran,MT,42694.580078125,6.58,2,42688.000078125
20045,2019-10,Islamic Republic of Iran,N,9988.0,6088.0,10,3900.0
12560,2019-02,Israel,LT,15.0,0.0,2,15.0
20986,2019-11,Israel,MT,24402.25,0.0,11,24402.25
49067,2022-05,Israel,N,1736.0,29.0,5,1707.0
52816,2022-09,Ivory Coast,MT,5268.98046875,0.0,9,5268.98046875
57497,2023-02,Ivory Coast,N,3567.0,0.0,2,3567.0
41588,2021-09,JAMAICA,LT,15.0,15.0,9,0.0
37846,2021-05,JAMAICA,MT,48279.0,8.0,5,48271.0
64055,2023-09,JAMAICA,N,2583.0,2078.0,9,505.0
45338,2022-01,JAPAN,LT,10.0,5.0,1,5.0
10708,2018-12,JAPAN,MT,3064.0,0.0,12,3064.0
11645,2019-01,JAPAN,N,3586.0,1332.0,1,2254.0
17264,2019-07,Jordan,LT,40.0,0.0,7,40.0
60322,2023-05,Jordan,MT,79232.0,0.0,5,79232.0
13523,2019-03,Jordan,N,3846.0,1077.0,3,2769.0
5104,2018-06,KENYA,MT,155441.0,7.0,6,155434.0
33185,2020-12,KENYA,N,2190.0,562.0,12,1628.0
8854,2018-10,KOSOVO,MT,9.5,9.5,10,0.0
27575,2020-06,KOSOVO,N,768.0,768.0,6,0.0
1372,2018-02,KYRGYZSTAN,MT,27424.0,0.0,2,27424.0
31325,2020-10,KYRGYZSTAN,N,849.0,0.0,10,849.0
56602,2023-01,Kazakhstan,MT,33536.0,33528.0,1,8.0
14483,2019-04,Kazakhstan,N,1568.0,0.0,4,1568.0
6064,2018-07,Kuwait,MT,131053.5,51817.0,7,79236.5
7937,2018-09,Kuwait,N,1711.0,440.0,9,1271.0
52870,2022-09,"Lao, People's Dem. Rep.",MT,18298.6484375,18298.65,9,-0.0015625000014551915
66911,2023-12,"Lao, People's Dem. Rep.",N,545.0,545.0,12,0.0
62236,2023-07,Latvia,MT,60960.0,24384.0,7,36576.0
33221,2020-12,Latvia,N,2066.0,42.0,12,2024.0
14506,2019-04,Lebanon,MT,100636.484375,27440.0,4,73196.484375
21059,2019-11,Lebanon,N,2596.0,20.0,11,2576.0
5153,2018-06,Liberia,N,18.0,0.0,6,18.0
3284,2018-04,Libya,LT,30.0,10.0,4,20.0
57574,2023-02,Libya,MT,70134.0,48768.0,2,21366.0
11711,2019-01,Libya,N,8436.0,1385.0,1,7051.0
54772,2022-11,Lithuania,MT,18292.3984375,12196.4,11,6095.9984375
34181,2021-01,Lithuania,N,1698.0,0.0,1,1698.0
2360,2018-03,MALAYSIA,LT,5.0,5.0,3,0.0
27634,2020-06,MALAYSIA,MT,24406.0,24406.0,6,0.0
65075,2023-10,MALAYSIA,N,1200.0,1200.0,10,0.0
54784,2022-11,MALDIVES,MT,9147.30078125,9147.3,11,0.0007812500007275958
54785,2022-11,MALDIVES,N,1264.0,1264.0,11,0.0
6119,2018-07,MALI,N,2.0,1.0,7,1.0
35138,2021-02,MALTA,LT,5.0,0.0,2,5.0
49180,2022-05,MALTA,MT,12196.0,0.0,5,12196.0
1445,2018-02,MALTA,N,4085.0,2044.0,2,2041.0
20170,2019-10,MARTINIQUE,MT,4.0,0.0,10,4.0
20171,2019-10,MARTINIQUE,N,43.0,0.0,10,43.0
5198,2018-06,MAURITIUS,LT,5.0,0.0,6,5.0
65104,2023-10,MAURITIUS,MT,39661.71875,0.0,10,39661.71875
5201,2018-06,MAURITIUS,N,1081.0,42.0,6,1039.0
6138,2018-07,MEXICO,CF,5.0,5.0,7,0.0
21116,2019-11,MEXICO,LT,40.0,40.0,11,0.0
50134,2022-06,MEXICO,MT,91477.8984375,91461.9,6,15.99843750000582
53879,2022-10,MEXICO,N,8187.0,8187.0,10,0.0
12696,2019-02,MOROCCO,CF,20.0,0.0,2,20.0
20186,2019-10,MOROCCO,LT,20.0,0.0,10,20.0
34227,2021-01,MOROCCO,MQ,8.0,0.0,1,8.0
33292,2020-12,MOROCCO,MT,54910.484375,51816.0,12,3094.484375
35165,2021-02,MOROCCO,N,11253.0,2016.0,2,9237.0
42658,2021-10,Macedonia,MT,14.150390625,14.15,10,0.00039062499999964473
9899,2018-11,Macedonia,N,469.0,469.0,11,0.0
1478,2018-02,Madagascar,LT,10.0,10.0,2,0.0
41728,2021-09,Madagascar,MT,9.140625,0.0,9,9.140625
58577,2023-03,Madagascar,N,487.0,263.0,3,224.0
8972,2018-10,Malawi,LT,40.0,0.0,10,40.0
8974,2018-10,Malawi,MT,30.484375,0.0,10,30.484375
8975,2018-10,Malawi,N,792.0,0.0,10,792.0
40805,2021-08,Mayotte,N,274.0,0.0,8,274.0
46426,2022-02,"Moldova, Rep. of",MT,6096.0,6096.0,2,0.0
54851,2022-11,"Moldova, Rep. of",N,906.0,906.0,11,0.0
4313,2018-05,Montenegro,N,65.0,65.0,5,0.0
42694,2021-10,Mozambique,MT,660.0,0.0,10,660.0
42695,2021-10,Mozambique,N,770.0,45.0,10,725.0
54868,2022-11,Myanmar,MT,18288.0,18288.0,11,0.0
13685,2019-03,Myanmar,N,1136.0,640.0,3,496.0
50194,2022-06,NICARAGUA,MT,70162.484375,70154.48,6,8.004375000004075
9011,2018-10,NICARAGUA,N,3193.0,2738.0,10,455.0
50200,2022-06,NIGER,MT,40.0,0.0,6,40.0
60497,2023-05,NIGER,N,804.0,300.0,5,504.0
60500,2023-05,Namibia,LT,50.0,25.0,5,25.0
34294,2021-01,Namibia,MT,21344.0,0.0,1,21344.0
61439,2023-06,Namibia,N,580.0,6.0,6,574.0
19322,2019-09,Netherlands,LT,10.0,5.0,9,5.0
34300,2021-01,Netherlands,MT,21344.0,21336.0,1,8.0
16517,2019-06,Netherlands,N,382.0,31.0,6,351.0
12778,2019-02,New Zealand,MT,13.5,6.1,2,7.4
14651,2019-04,New Zealand,N,764.0,4.0,4,760.0
64264,2023-09,Nigeria,MT,51841.0,0.0,9,51841.0
7169,2018-08,Nigeria,N,1774.0,1.0,8,1773.0
5298,2018-06,Norway,CF,3.0,0.0,6,3.0
12788,2019-02,Norway,LT,5.0,5.0,2,0.0
13726,2019-03,Norway,MT,36578.0,36578.0,3,0.0
53975,2022-10,Norway,N,4380.0,4173.0,10,207.0
3434,2018-04,Oman,LT,10.0,0.0,4,10.0
45555,2022-01,Oman,MQ,1.0,0.0,1,1.0
24028,2020-02,Oman,MT,14966.0,0.0,2,14966.0
56789,2023-01,Oman,N,2519.0,0.0,1,2519.0
66151,2023-11,PAKISTAN,KG,18.0,0.0,11,18.0
65216,2023-10,PAKISTAN,LT,45.0,0.0,10,45.0
42754,2021-10,PAKISTAN,MT,85376.796875,45747.8,10,39628.996875
21227,2019-11,PAKISTAN,N,5119.0,3528.0,11,1591.0
13745,2019-03,PANAMA,N,37.0,37.0,3,0.0
32467,2020-11,PERU,KG,20.0,20.0,11,0.0
43702,2021-11,PERU,MT,42700.0,42684.0,11,16.0
10007,2018-11,PERU,N,1819.0,1819.0,11,0.0
22180,2019-12,PHILIPPINES,MT,253238.57568359375,253238.576,12,-0.0003164062509313226
43709,2021-11,PHILIPPINES,N,2990.0,2896.0,11,94.0
39032,2021-06,POLAND,LT,5.0,0.0,6,5.0
28738,2020-07,POLAND,MT,121920.0,0.0,7,121920.0
8147,2018-09,POLAND,N,6964.0,3005.0,9,3959.0
33424,2020-12,PUERTO RICO,MT,30.0,30.0,12,0.0
30617,2020-09,PUERTO RICO,N,228.0,224.0,9,4.0
65252,2023-10,Palestinian Territory,LT,20.0,20.0,10,0.0
54022,2022-10,Palestinian Territory,MT,6141.0,0.0,10,6141.0
55895,2022-12,Palestinian Territory,N,1185.0,1008.0,12,177.0
39988,2021-07,Papua New Guinea,MT,40.0,0.0,7,40.0
42797,2021-10,Papua New Guinea,N,1816.0,0.0,10,1816.0
33440,2020-12,Paraguay,LT,30.0,30.0,12,0.0
50290,2022-06,Paraguay,MT,161544.0,161544.0,6,0.0
63395,2023-08,Paraguay,N,2512.0,2512.0,8,0.0
2557,2018-03,Portugal,KG,14720.0,0.0,3,14720.0
34384,2021-01,Portugal,MT,54866.0,0.0,1,54866.0
2561,2018-03,Portugal,N,1953.0,426.0,3,1527.0
46556,2022-02,Qatar,LT,40.0,0.0,2,40.0
12862,2019-02,Qatar,MT,54891.0,0.0,2,54891.0
19415,2019-09,Qatar,N,4088.0,463.0,9,3625.0
23164,2020-01,ROMANIA,MT,39700.19921875,39708.2,1,-8.00078124999709
23165,2020-01,ROMANIA,N,2664.0,2664.0,1,0.0
34402,2021-01,RUSSIAN FEDERATION,MT,36579.0,36579.0,1,0.0
13811,2019-03,RUSSIAN FEDERATION,N,3026.0,2982.0,3,44.0
55937,2022-12,Republic of South Sudan,N,1.0,0.0,12,1.0
52198,2022-08,Reunion Island,MT,21361.0,0.0,8,21361.0
4463,2018-05,Reunion Island,N,1127.0,558.0,5,569.0
43778,2021-11,SAINT LUCIA,LT,20.0,20.0,11,0.0
51268,2022-07,SAINT LUCIA,MT,3050.0,3050.0,7,0.0
50333,2022-06,SAINT LUCIA,N,521.0,521.0,6,0.0
63443,2023-08,SEYCHELLES,N,13.0,0.0,8,13.0
52214,2022-08,Saudi Arabia,LT,10.0,0.0,8,10.0
29752,2020-08,Saudi Arabia,MT,27466.6796875,0.0,8,27466.6796875
40985,2021-08,Saudi Arabia,N,13377.0,633.0,8,12744.0
21334,2019-11,Senegal,MT,9.0,4.5,11,4.5
67199,2023-12,Senegal,N,1272.0,0.0,12,1272.0
46610,2022-02,Serbia,LT,20.0,20.0,2,0.0
11044,2018-12,Serbia,MT,94496.0,94488.0,12,8.0
67205,2023-12,Serbia,N,1924.0,1924.0,12,0.0
41002,2021-08,Slovakia,MT,24384.0,24384.0,8,0.0
40067,2021-07,Slovakia,N,1438.0,1438.0,7,0.0
66280,2023-11,Slovenia,MT,20.0,20.0,11,0.0
45689,2022-01,Slovenia,N,772.0,772.0,1,0.0
57860,2023-02,South Africa,LT,40.0,5.0,2,35.0
1702,2018-02,South Africa,MT,82314.0,24384.0,2,57930.0
6383,2018-07,South Africa,N,2875.0,150.0,7,2725.0
35402,2021-02,South Korea,LT,10.0,0.0,2,10.0
49444,2022-05,South Korea,MT,23312.0,0.0,5,23312.0
56933,2023-01,South Korea,N,5163.0,1550.0,1,3613.0
25110,2020-03,Spain,CF,10.0,0.0,3,10.0
5456,2018-06,Spain,LT,20.0,0.0,6,20.0
55066,2022-11,Spain,MT,106673.6015625,27436.0,11,79237.6015625
9203,2018-10,Spain,N,5836.0,873.0,10,4963.0
23248,2020-01,Sri Lanka,MT,21344.0,0.0,1,21344.0
63497,2023-08,Sri Lanka,N,251.0,196.0,8,55.0
35420,2021-02,Sudan,LT,50.0,0.0,2,50.0
6406,2018-07,Sudan,MT,97567.5,0.0,7,97567.5
20447,2019-10,Sudan,N,4244.0,3588.0,10,656.0
42916,2021-10,Suriname,MT,6117.7890625,6101.79,10,15.999062500000036
42917,2021-10,Suriname,N,539.0,80.0,10,459.0
42920,2021-10,Sweden,LT,10.0,5.0,10,5.0
7354,2018-08,Sweden,MT,36576.0,36576.0,8,0.0
48539,2022-04,Sweden,N,2285.0,1603.0,4,682.0
46670,2022-02,Switzerland,LT,5.0,0.0,2,5.0
61648,2023-06,Switzerland,MT,24431.0,12215.5,6,12215.5
32633,2020-11,Switzerland,N,1627.0,715.0,11,912.0
66334,2023-11,Syria,MT,85344.0,85344.0,11,0.0
64463,2023-09,Syria,N,880.0,1.0,9,879.0
65404,2023-10,TAIWAN R.O.C.,MT,21348.0,21340.0,10,8.0
2693,2018-03,TAIWAN R.O.C.,N,1245.0,1203.0,3,42.0
44816,2021-12,TANZANIA,LT,20.0,0.0,12,20.0
54178,2022-10,TANZANIA,MT,48948.4296875,0.0,10,48948.4296875
5507,2018-06,TANZANIA,N,1630.0,0.0,6,1630.0
47632,2022-03,THAILAND,MT,39651.484375,39659.48,3,-7.995625000003201
1769,2018-02,THAILAND,N,1296.0,1293.0,2,3.0
67294,2023-12,TRINIDAD AND TOBAGO,MT,6099.0,0.0,12,6099.0
67295,2023-12,TRINIDAD AND TOBAGO,N,85.0,50.0,12,35.0
12074,2019-01,TUNISIA,LT,5.0,0.0,1,5.0
47644,2022-03,TUNISIA,MT,73172.0,36596.0,3,36576.0
31733,2020-10,TUNISIA,N,2813.0,629.0,10,2184.0
31734,2020-10,TURKEY,CF,17.0,15.0,10,2.0
62626,2023-07,TURKEY,MT,94589.2109375,6.21,7,94583.0009375
62627,2023-07,TURKEY,N,9906.0,3430.0,7,6476.0
14896,2019-04,TURKMENISTAN,MT,12.0,0.0,4,12.0
37361,2021-04,TURKMENISTAN,N,426.0,0.0,4,426.0
43918,2021-11,Tajikistan,MT,8648.0,0.0,11,8648.0
55151,2022-11,Tajikistan,N,1287.0,0.0,11,1287.0
10224,2018-11,UGANDA,CF,12.0,4.0,11,8.0
13972,2019-03,UGANDA,MT,101.0,1.0,3,100.0
48605,2022-04,UGANDA,N,2159.0,119.0,4,2040.0
874,2018-01,UKRAINE,MT,88415.0,39624.0,1,48791.0
41123,2021-08,UKRAINE,N,7953.0,35.0,8,7918.0
58912,2023-03,UNITED ARAB EMIRATES,MT,42709.904296875,42672.0,3,37.904296875
58913,2023-03,UNITED ARAB EMIRATES,N,1569.0,99.0,3,1470.0
3692,2018-04,UNITED KINGDOM,LT,10.0,10.0,4,0.0
10246,2018-11,UNITED KINGDOM,MT,24401.2421875,24401.24,11,0.0021874999983992893
39263,2021-06,UNITED KINGDOM,N,4063.0,443.0,6,3620.0
15868,2019-05,URUGUAY,MT,64000.0,64008.0,5,-8.0
40205,2021-07,URUGUAY,N,502.0,501.0,7,1.0
14934,2019-04,USA,CF,15.0,15.0,4,0.0
56119,2022-12,USA,KG,36.0,36.0,12,0.0
7448,2018-08,USA,LT,10.0,10.0,8,0.0
9322,2018-10,USA,MT,82292.0,82300.0,10,-8.0
4643,2018-05,USA,N,3188.0,3184.0,5,4.0
10262,2018-11,UZBEKISTAN,LT,20.0,20.0,11,0.0
2776,2018-03,UZBEKISTAN,MT,3048.0,0.0,3,3048.0
43961,2021-11,UZBEKISTAN,N,1147.0,1146.0,11,1.0
60814,2023-05,VENEZUELA,MT,12282.0,30.0,5,12252.0
34607,2021-01,VENEZUELA,N,1606.0,0.0,1,1606.0
24314,2020-02,VIETNAM,LT,25.0,25.0,2,0.0
63628,2023-08,VIETNAM,MT,57985.75,57977.74,8,8.010000000002037
63629,2023-08,VIETNAM,N,4987.0,4987.0,8,0.0
33682,2020-12,YEMEN,MT,507.90234375,0.0,12,507.90234375
24323,2020-02,YEMEN,N,4838.0,1026.0,2,3812.0
6542,2018-07,ZAMBIA,LT,30.0,10.0,7,20.0
13096,2019-02,ZAMBIA,MT,12209.0,8.0,2,12201.0
20585,2019-10,ZAMBIA,N,2148.0,423.0,10,1725.0
49604,2022-05,ZIMBABWE,LT,5.0,0.0,5,5.0
56158,2022-12,ZIMBABWE,MT,130.0,0.0,12,130.0
17783,2019-07,ZIMBABWE,N,1111.0,0.0,7,1111.0
